"","Channel 1 - Elbow Last (C)","Channel 2 - Forearm Last (C)","Channel 3 - Knuckle Last (C)","Channel 4 - Blade of Hand Last (C)","Channel 5 - Thumb Last (C)","Channel 6 - Cupping Last (C)","Channel 7 - Palm Last (C)","Channel 8 - Elbow (lower) Last (C)","Channel 9 - Heater Last (C)","Channel 10 - Thermistor Last (C)","Channel 11 - Toad MCU Last (C)","Channel 12 - Dovetail Last (C)","Channel 13 - External Ambient Last (C)"
"1693416466","51.817","53.094","48.958","47.711","45.731","48.773","44.473","48.015","85.093","60.505","48.503","42.980","24.047"
"1693416467","51.828","53.108","48.954","47.707","45.593","48.744","44.444","48.001","85.103","60.512","48.501","43.048","24.042"
"1693416468","51.867","53.080","48.943","47.743","45.553","48.787","44.415","47.943","85.110","60.517","48.490","43.088","24.034"
"1693416469","51.914","53.072","48.943","47.787","45.542","48.842","44.390","47.906","85.123","60.533","48.461","43.112","24.029"
"1693416470","51.957","53.105","48.965","47.845","45.535","48.874","44.397","47.924","85.137","60.540","48.469","43.123","24.018"
"1693416471","51.961","53.148","48.965","47.866","45.513","48.838","44.389","47.892","85.139","60.549","48.516","43.186","24.012"
"1693416472","51.990","53.152","48.950","47.859","45.441","48.878","44.422","47.892","85.144","60.562","48.501","43.306","24.027"
"1693416473","52.040","53.130","48.947","47.848","45.343","48.910","44.389","47.852","85.175","60.587","48.497","43.420","24.060"
"1693416474","52.037","53.094","48.939","47.852","45.306","48.950","44.364","47.804","85.175","60.589","48.461","43.476","24.052"
"1693416475","52.047","53.036","48.936","47.866","45.169","49.026","44.295","47.779","85.182","60.592","48.461","43.514","24.041"
"1693416476","52.051","53.054","48.968","47.873","45.118","49.023","44.259","47.851","85.207","60.614","48.383","43.536","24.045"
"1693416477","52.083","53.108","48.993","47.772","45.125","49.030","44.233","47.946","85.207","60.621","48.396","43.534","24.026"
"1693416478","52.130","53.140","48.935","47.728","45.147","49.019","44.229","48.025","85.216","60.626","48.479","43.530","24.054"
"1693416479","52.087","53.129","48.950","47.775","45.194","49.030","44.189","48.025","85.223","60.630","48.490","43.425","24.052"
"1693416480","51.975","53.162","49.001","47.844","45.241","49.062","44.189","47.978","85.232","60.649","48.421","43.508","24.056"
"1693416481","51.924","53.162","48.997","47.895","45.291","49.084","44.149","47.876","85.248","60.655","48.298","43.566","24.050"
"1693416482","51.949","53.144","49.011","47.905","45.331","49.091","44.091","47.829","85.253","60.662","48.265","43.597","24.046"
"1693416483","51.953","53.147","48.942","47.818","45.317","49.055","44.102","47.837","85.264","60.682","48.243","43.570","24.048"
"1693416484","51.978","53.234","48.746","47.757","45.299","49.073","44.164","47.735","85.271","60.689","48.162","43.604","24.067"
"1693416485","51.902","53.194","48.746","47.738","45.364","49.083","44.153","47.724","85.286","60.696","48.047","43.688","24.074"
"1693416486","51.783","53.161","48.779","47.735","45.393","49.102","44.120","47.651","85.311","60.714","48.054","43.733","24.085"
"1693416487","51.754","53.132","48.764","47.695","45.476","49.120","44.091","47.611","85.309","60.717","48.054","43.657","24.092"
"1693416488","51.826","53.060","48.717","47.659","45.574","49.127","44.051","47.666","85.316","60.730","47.971","43.676","24.103"
"1693416489","51.819","53.064","48.692","47.615","45.592","49.112","44.044","47.735","85.325","60.742","47.964","43.700","24.118"
"1693416490","51.707","53.049","48.706","47.589","45.588","49.094","44.036","47.749","85.330","60.746","48.000","43.691","24.131"
"1693416491","51.693","53.071","48.724","47.560","45.584","49.087","44.065","47.771","85.341","60.751","48.063","43.633","24.140"
"1693416492","51.710","53.063","48.786","47.517","45.592","49.083","44.112","47.752","85.350","60.760","48.040","43.700","24.136"
"1693416493","51.754","53.063","48.738","47.542","45.490","49.076","44.076","47.767","85.353","60.771","48.014","43.703","24.147"
"1693416494","51.808","53.081","48.731","47.600","45.421","49.083","44.065","47.810","85.371","60.780","48.072","43.694","24.167"
"1693416495","51.818","53.099","48.756","47.640","45.330","49.104","44.047","47.850","85.382","60.785","48.083","43.696","24.165"
"1693416496","51.865","53.135","48.796","47.647","45.294","49.126","44.043","47.864","85.389","60.799","48.076","43.736","24.174"
"1693416497","51.894","53.106","48.847","47.654","45.272","49.162","44.025","47.875","85.402","60.815","48.143","43.730","24.182"
"1693416498","51.901","53.092","48.890","47.716","45.221","49.159","44.079","47.908","85.407","60.821","48.217","43.670","24.191"
"1693416499","51.948","53.106","48.923","47.752","45.116","49.180","44.086","47.958","85.416","60.828","48.316","43.645","24.193"
"1693416500","51.980","53.124","48.963","47.806","45.076","49.187","44.101","48.045","85.428","60.844","48.393","43.598","24.213"
"1693416501","52.074","53.124","48.973","47.839","45.018","49.216","44.115","48.147","85.453","60.856","48.423","43.605","24.227"
"1693416502","52.121","53.160","48.959","47.904","44.960","49.271","44.184","48.248","85.455","60.869","48.365","43.619","24.229"
"1693416503","52.153","53.171","48.955","47.936","44.952","49.325","44.216","48.284","85.473","60.880","48.318","43.549","24.238"
"1693416504","52.211","53.153","49.002","47.980","44.967","49.361","44.216","48.266","85.475","60.896","48.271","43.485","24.242"
"1693416505","52.236","53.095","49.024","48.030","45.010","49.379","44.162","48.320","85.486","60.898","48.349","43.460","24.242"
"1693416506","52.232","53.026","49.049","48.067","45.057","49.332","44.140","48.335","85.500","60.906","48.407","43.416","24.247"
"1693416507","52.240","53.044","49.093","48.128","45.119","49.281","44.100","48.338","85.511","60.921","48.390","43.384","24.238"
"1693416508","52.232","53.087","49.125","48.179","45.151","49.234","44.114","48.335","85.512","60.924","48.323","43.340","24.253"
"1693416509","52.210","53.131","49.161","48.200","45.177","49.219","44.147","48.338","85.534","60.942","48.285","43.236","24.278"
"1693416510","52.171","53.149","49.205","48.204","45.213","49.252","44.172","48.364","85.539","60.953","48.267","43.173","24.293"
"1693416511","52.066","53.210","49.284","48.149","45.274","49.273","44.256","48.305","85.553","60.962","48.336","43.160","24.302"
"1693416512","52.015","53.275","49.284","48.211","45.278","49.288","44.274","48.294","85.568","60.982","48.463","43.137","24.304"
"1693416513","51.954","53.415","49.273","48.229","45.310","49.324","44.248","48.287","85.579","60.996","48.477","43.090","24.297"
"1693416514","52.001","53.444","49.262","48.160","45.285","49.357","44.168","48.251","85.580","60.994","48.372","43.111","24.289"
"1693416515","52.048","53.437","49.284","48.113","45.300","49.378","44.150","48.265","85.586","60.999","48.301","43.185","24.298"
"1693416516","52.033","53.390","49.335","48.160","45.314","49.411","44.186","48.269","85.607","61.021","48.267","43.242","24.300"
"1693416517","51.997","53.389","49.360","48.207","45.332","49.440","44.230","48.283","85.605","61.026","48.303","43.229","24.274"
"1693416518","51.939","53.382","49.411","48.218","45.357","49.443","44.241","48.276","85.627","61.039","48.321","43.229","24.236"
"1693416519","51.921","53.454","49.447","48.142","45.361","49.461","44.233","48.265","85.636","61.046","48.332","43.220","24.201"
"1693416520","51.971","53.613","49.505","48.149","45.361","49.494","44.121","48.228","85.639","61.057","48.366","43.205","24.173"
"1693416521","51.971","53.663","49.537","48.145","45.346","49.508","44.088","48.199","85.646","61.064","48.352","43.154","24.160"
"1693416522","51.993","53.663","49.577","48.199","45.364","49.526","44.110","48.149","85.661","61.074","48.346","43.165","24.175"
"1693416523","52.018","53.613","49.613","48.275","45.393","49.526","44.095","48.127","85.668","61.087","48.366","43.169","24.147"
"1693416524","52.029","53.613","49.628","48.333","45.400","49.468","44.102","48.145","85.673","61.096","48.377","43.136","24.114"
"1693416525","52.025","53.591","49.646","48.311","45.404","49.414","44.066","48.126","85.682","61.099","48.357","43.042","24.116"
"1693416526","52.039","53.569","49.653","48.257","45.328","49.377","44.084","48.108","85.700","61.117","48.373","42.978","24.103"
"1693416527","52.028","53.576","49.656","48.231","45.313","49.384","44.069","48.108","85.711","61.128","48.411","43.009","24.114"
"1693416528","51.982","53.540","49.653","48.221","45.309","49.421","44.062","48.115","85.725","61.142","48.386","43.005","24.104"
"1693416529","51.945","53.580","49.682","48.123","45.392","49.428","44.160","48.162","85.732","61.148","48.362","42.974","24.090"
"1693416530","51.978","53.623","49.678","48.017","45.494","49.446","44.160","48.238","85.745","61.164","48.400","43.009","24.086"
"1693416531","51.974","53.691","49.652","48.006","45.599","49.471","44.141","48.286","85.757","61.174","48.491","43.016","24.090"
"1693416532","52.046","53.677","49.634","48.050","45.657","49.493","44.149","48.267","85.768","61.187","48.600","43.081","24.081"
"1693416533","52.115","53.684","49.623","48.122","45.704","49.536","44.203","48.300","85.773","61.191","48.697","43.304","24.075"
"1693416534","52.179","53.670","49.627","48.119","45.740","49.580","44.188","48.347","85.771","61.196","48.751","43.444","24.060"
"1693416535","52.187","53.605","49.638","48.068","45.791","49.630","44.196","48.408","85.778","61.199","48.808","43.485","24.067"
"1693416536","52.165","53.622","49.637","48.067","45.838","49.652","44.250","48.466","85.791","61.210","48.851","43.509","24.082"
"1693416537","52.176","53.644","49.659","48.104","45.892","49.659","44.308","48.521","85.796","61.221","48.871","43.560","24.101"
"1693416538","52.233","53.633","49.670","48.183","45.972","49.702","44.286","48.579","85.809","61.233","48.904","43.561","24.097"
"1693416539","52.237","53.615","49.659","48.143","46.055","49.713","44.333","48.626","85.818","61.250","48.953","43.550","24.097"
"1693416540","52.244","53.651","49.626","48.093","46.138","49.724","44.362","48.654","85.832","61.257","48.987","43.534","24.104"
"1693416541","52.244","53.662","49.626","48.078","46.207","49.757","44.394","48.694","85.839","61.269","49.034","43.583","24.106"
"1693416542","52.226","53.719","49.608","48.140","46.243","49.757","44.394","48.723","85.852","61.280","49.083","43.614","24.115"
"1693416543","52.226","53.773","49.651","48.118","46.290","49.764","44.394","48.778","85.857","61.285","49.117","43.625","24.126"
"1693416544","52.225","53.827","49.677","48.045","46.334","49.756","44.383","48.788","85.871","61.305","49.132","43.668","24.133"
"1693416545","52.254","53.842","49.727","48.052","46.370","49.749","44.430","48.814","85.870","61.301","49.159","43.715","24.135"
"1693416546","52.305","53.881","49.763","48.067","46.388","49.734","44.456","48.835","85.879","61.310","49.201","43.733","24.130"
"1693416547","52.362","53.809","49.836","48.059","46.464","49.731","44.495","48.918","85.887","61.316","49.213","43.686","24.118"
"1693416548","52.387","53.762","49.832","47.947","46.500","49.738","44.517","48.911","85.895","61.328","49.230","43.621","24.111"
"1693416549","52.445","53.726","49.832","47.860","46.547","49.759","44.531","48.947","85.911","61.346","49.258","43.599","24.118"
"1693416550","52.430","53.679","49.846","47.834","46.605","49.767","44.542","48.973","85.921","61.355","49.284","43.604","24.118"
"1693416551","52.423","53.693","49.828","47.830","46.663","49.777","44.571","48.991","85.929","61.362","49.304","43.708","24.109"
"1693416552","52.448","53.682","49.799","47.830","46.725","49.792","44.560","48.994","85.939","61.367","49.316","43.787","24.111"
"1693416553","52.474","53.704","49.781","47.830","46.808","49.806","44.549","49.012","85.945","61.378","49.340","43.856","24.118"
"1693416554","52.506","53.751","49.788","47.852","46.888","49.835","44.553","49.005","85.954","61.391","49.351","43.885","24.116"
"1693416555","52.517","53.794","49.766","47.877","46.917","49.861","44.560","48.998","85.968","61.407","49.382","43.845","24.125"
"1693416556","52.531","53.866","49.734","48.033","46.964","49.904","44.585","49.016","85.968","61.412","49.394","43.782","24.131"
"1693416557","52.509","53.812","49.719","48.019","46.971","49.962","44.484","49.026","85.982","61.421","49.405","43.678","24.140"
"1693416558","52.567","53.812","49.708","47.935","46.974","49.965","44.500","49.043","85.989","61.425","49.403","43.646","24.133"
"1693416559","52.599","53.819","49.697","47.928","46.978","49.969","44.516","49.059","85.991","61.434","49.407","43.626","24.136"
"1693416560","52.643","53.804","49.686","47.910","47.003","49.965","44.523","49.070","86.005","61.442","49.368","43.531","24.131"
"1693416561","52.682","53.819","49.715","47.873","47.032","49.983","44.527","49.055","86.011","61.446","49.316","43.529","24.147"
"1693416562","52.689","53.826","49.769","47.822","47.047","50.012","44.549","49.022","86.025","61.466","49.296","43.591","24.147"
"1693416563","52.689","53.848","49.831","47.757","47.028","50.023","44.578","48.986","86.041","61.487","49.290","43.636","24.151"
"1693416564","52.718","53.848","49.878","47.670","47.014","50.034","44.556","48.979","86.050","61.493","49.222","43.595","24.154"
"1693416565","52.700","53.873","49.914","47.688","46.963","49.990","44.614","48.997","86.063","61.509","49.162","43.533","24.162"
"1693416566","52.700","53.945","49.896","47.721","46.930","49.932","44.570","48.921","86.070","61.518","49.105","43.441","24.156"
"1693416567","52.624","53.941","49.878","47.713","46.963","49.910","44.537","48.826","86.071","61.521","49.076","43.370","24.136"
"1693416568","52.657","53.919","49.860","47.724","46.995","49.907","44.501","48.761","86.082","61.534","49.132","43.339","24.119"
"1693416569","52.689","53.872","49.820","47.793","47.017","49.910","44.483","48.790","86.089","61.544","49.230","43.353","24.114"
"1693416570","52.656","53.847","49.769","47.840","47.024","49.932","44.508","48.833","86.096","61.557","49.283","43.293","24.106"
"1693416571","52.700","53.880","49.758","47.840","47.021","49.950","44.544","48.877","86.114","61.564","49.299","43.293","24.110"
"1693416572","52.696","53.880","49.758","47.818","47.010","49.979","44.548","48.899","86.121","61.577","49.232","43.297","24.125"
"1693416573","52.656","53.869","49.809","47.818","46.963","49.961","44.570","48.913","86.132","61.575","49.149","43.340","24.132"
"1693416574","52.635","53.822","49.914","47.840","46.854","49.841","44.573","48.946","86.137","61.593","49.098","43.378","24.156"
"1693416575","52.678","53.850","49.946","47.865","46.741","49.780","44.544","48.906","86.143","61.603","49.029","43.315","24.178"
"1693416576","52.721","53.915","49.968","47.883","46.658","49.765","44.501","48.866","86.146","61.611","48.982","43.293","24.187"
"1693416577","52.718","53.944","49.950","47.902","46.509","49.805","44.490","48.837","86.166","61.614","48.943","43.340","24.179"
"1693416578","52.714","53.951","49.968","47.974","46.469","49.830","44.461","48.837","86.180","61.639","48.967","43.353","24.161"
"1693416579","52.656","53.919","49.968","48.046","46.444","49.863","44.460","48.887","86.189","61.653","49.025","43.260","24.154"
"1693416580","52.634","53.930","49.982","48.079","46.353","49.823","44.486","48.873","86.205","61.664","49.087","43.224","24.146"
"1693416581","52.609","53.937","49.953","48.075","46.295","49.772","44.518","48.902","86.209","61.671","49.114","43.166","24.139"
"1693416582","52.609","53.965","49.899","47.995","46.306","49.710","44.551","48.880","86.222","61.686","49.159","43.188","24.135"
"1693416583","52.584","54.009","49.786","47.945","46.371","49.674","44.518","48.775","86.232","61.695","49.177","43.182","24.150"
"1693416584","52.605","54.048","49.746","47.977","46.357","49.707","44.500","48.731","86.261","61.718","49.172","43.209","24.152"
"1693416585","52.623","54.030","49.750","47.988","46.360","49.757","44.464","48.677","86.257","61.721","49.155","43.264","24.150"
"1693416586","52.630","53.994","49.710","47.930","46.440","49.804","44.475","48.615","86.263","61.727","49.128","43.271","24.139"
"1693416587","52.612","54.012","49.645","47.886","46.534","49.841","44.486","48.622","86.273","61.741","49.161","43.202","24.148"
"1693416588","52.659","53.991","49.572","47.825","46.603","49.844","44.493","48.611","86.271","61.743","49.101","43.148","24.146"
"1693416589","52.695","54.048","49.565","47.865","46.690","49.899","44.504","48.677","86.277","61.748","49.048","43.113","24.155"
"1693416590","52.655","54.095","49.576","47.926","46.762","49.935","44.474","48.760","86.289","61.763","48.988","43.093","24.186"
"1693416591","52.702","54.077","49.590","47.991","46.795","49.964","44.435","48.785","86.300","61.775","48.999","43.173","24.197"
"1693416592","52.771","54.116","49.702","47.973","46.889","49.985","44.474","48.869","86.306","61.775","48.992","43.200","24.168"
"1693416593","52.807","54.124","49.750","47.915","46.867","49.993","44.474","48.890","86.313","61.788","49.010","43.198","24.140"
"1693416594","52.789","54.225","49.829","47.969","46.824","49.978","44.424","48.872","86.314","61.793","49.050","43.198","24.120"
"1693416595","52.828","54.246","49.869","47.984","46.729","49.960","44.380","48.825","86.332","61.805","49.033","43.129","24.111"
"1693416596","52.908","54.275","49.913","48.006","46.646","49.913","44.355","48.825","86.345","61.823","49.041","43.138","24.098"
"1693416597","52.872","54.311","49.916","48.082","46.530","49.866","44.304","48.865","86.357","61.836","49.010","43.136","24.087"
"1693416598","52.767","54.275","49.942","48.100","46.483","49.807","44.307","48.836","86.363","61.845","48.977","43.140","24.096"
"1693416599","52.709","54.271","49.996","48.125","46.486","49.789","44.311","48.774","86.377","61.855","48.928","43.087","24.094"
"1693416600","52.670","54.347","50.021","48.158","46.501","49.775","44.289","48.731","86.382","61.861","48.897","43.075","24.094"
"1693416601","52.532","54.354","50.072","48.140","46.624","49.742","44.242","48.673","86.386","61.873","48.875","43.160","24.096"
"1693416602","52.521","54.315","50.097","48.168","46.671","49.764","44.249","48.629","86.398","61.884","48.827","43.229","24.083"
"1693416603","52.478","54.253","50.108","48.208","46.664","49.822","44.260","48.600","86.411","61.897","48.839","43.201","24.075"
"1693416604","52.550","54.221","50.108","48.281","46.624","49.876","44.246","48.582","86.416","61.895","48.924","43.214","24.081"
"1693416605","52.619","54.196","50.118","48.364","46.559","49.887","44.282","48.575","86.425","61.909","48.912","43.290","24.084"
"1693416606","52.593","54.138","50.122","48.382","46.424","49.887","44.274","48.564","86.436","61.922","48.933","43.350","24.101"
"1693416607","52.568","54.084","50.126","48.415","46.323","49.909","44.227","48.564","86.443","61.925","48.962","43.401","24.103"
"1693416608","52.543","54.040","50.107","48.451","46.178","49.945","44.260","48.582","86.240","61.943","48.942","43.422","24.106"
"1693416609","52.528","54.087","50.071","48.469","46.120","49.999","44.278","48.603","84.885","61.943","48.897","43.422","24.104"
"1693416610","52.539","54.098","49.974","48.495","46.214","50.053","44.238","48.618","82.737","61.959","48.857","43.468","24.112"
"1693416611","52.658","54.120","49.876","48.495","46.243","50.089","44.209","48.690","79.783","61.970","48.832","43.553","24.106"
"1693416612","52.763","54.170","49.818","48.491","46.247","50.115","44.267","48.799","77.720","61.975","48.839","43.604","24.105"
"1693416613","52.835","54.192","49.764","48.480","46.211","50.129","44.300","48.835","75.903","61.984","48.841","43.678","24.112"
"1693416614","52.896","54.181","49.684","48.527","46.174","50.115","44.336","48.872","73.833","61.997","48.828","43.698","24.130"
"1693416615","52.958","54.159","49.655","48.589","46.156","50.028","44.361","48.926","72.515","62.008","48.875","43.738","24.138"
"1693416616","53.008","54.170","49.666","48.647","46.178","50.028","44.347","49.028","71.401","62.006","48.906","43.795","24.134"
"1693416617","53.059","54.228","49.709","48.687","46.250","50.032","44.351","49.133","70.147","62.022","48.931","43.794","24.137"
"1693416618","53.059","54.231","49.745","48.694","46.279","50.014","44.354","49.187","69.343","62.018","48.915","43.766","24.130"
"1693416619","53.098","54.192","49.829","48.734","46.243","50.071","44.416","49.209","68.673","62.022","48.853","43.775","24.141"
"1693416620","53.152","54.163","49.847","48.726","46.243","50.118","44.456","49.259","67.910","62.023","48.799","43.808","24.132"
"1693416621","53.149","54.155","49.872","48.665","46.297","50.143","44.485","49.317","67.408","62.018","48.748","43.835","24.137"
"1693416622","53.142","54.155","49.887","48.436","46.308","50.158","44.499","49.354","67.000","62.025","48.697","43.846","24.150"
"1693416623","53.163","54.166","49.879","48.357","46.373","50.187","44.503","49.346","66.517","62.029","48.639","43.788","24.155"
"1693416624","53.163","54.166","49.840","48.353","46.439","50.165","44.532","49.372","66.201","62.029","48.592","43.791","24.174"
"1693416625","53.134","54.199","49.821","48.371","46.486","50.140","44.572","49.404","65.928","62.032","48.537","43.782","24.174"
"1693416626","53.120","54.238","49.800","48.339","46.544","50.115","44.611","49.426","65.592","62.028","48.457","43.768","24.177"
"1693416627","53.084","54.199","49.782","48.321","46.595","50.050","44.583","49.405","65.382","62.029","48.425","43.766","24.177"
"1693416628","53.044","54.228","49.789","48.295","46.598","49.977","44.633","49.448","65.179","62.032","48.394","43.737","24.187"
"1693416629","53.044","54.228","49.760","48.310","46.624","49.988","44.615","49.459","64.946","62.028","48.350","43.686","24.194"
"1693416630","53.023","54.238","49.705","48.317","46.595","50.039","44.597","49.444","64.779","62.028","48.312","43.643","24.181"
"1693416631","53.008","54.220","49.655","48.353","46.562","50.089","44.590","49.426","64.635","62.019","48.254","43.639","24.197"
"1693416632","53.001","54.235","49.611","48.382","46.551","50.107","44.608","49.423","64.454","62.018","48.173","43.623","24.218"
"1693416633","52.986","54.228","49.575","48.389","46.544","50.086","44.604","49.412","64.323","62.018","48.131","43.632","24.214"
"1693416634","52.943","54.199","49.561","48.386","46.522","50.093","44.619","49.372","64.217","62.018","48.109","43.637","24.207"
"1693416635","52.914","54.206","49.557","48.411","46.493","50.071","44.651","49.332","64.064","62.003","48.071","43.677","24.186"
"1693416636","52.871","54.221","49.571","48.448","46.501","50.104","44.688","49.296","63.964","61.996","48.040","43.682","24.181"
"1693416637","52.817","54.238","49.691","48.484","46.580","50.165","44.746","49.169","63.859","61.991","48.006","43.655","24.175"
"1693416638","52.795","54.239","49.771","48.527","46.598","50.187","44.764","49.104","63.732","61.980","47.955","43.619","24.175"
"1693416639","52.770","54.231","49.861","48.506","46.646","50.209","44.771","49.067","63.648","61.978","47.931","43.602","24.192"
"1693416640","52.759","54.228","49.930","48.487","46.685","50.212","44.793","49.060","63.561","61.960","47.910","43.590","24.192"
"1693416641","52.738","54.206","49.988","48.400","46.743","50.205","44.800","49.046","63.448","61.951","47.850","43.564","24.184"
"1693416642","52.716","54.174","50.003","48.371","46.783","50.183","44.815","49.042","63.371","61.935","47.804","43.541","24.169"
"1693416643","52.691","54.152","49.996","48.346","46.816","50.111","44.836","49.042","63.299","61.933","47.761","43.512","24.186"
"1693416644","52.673","54.138","49.988","48.244","46.885","50.071","44.833","49.038","63.209","61.926","47.699","43.450","24.180"
"1693416645","52.658","54.127","49.985","48.161","46.939","50.003","44.844","49.053","63.141","61.917","47.623","43.403","24.177"
"1693416646","52.640","54.091","50.097","48.201","46.936","49.905","44.869","49.013","63.067","61.904","47.558","43.405","24.175"
"1693416647","52.601","54.084","50.165","48.230","46.936","49.927","44.887","48.970","62.981","61.891","47.480","43.435","24.177"
"1693416648","52.583","54.044","50.212","48.237","46.957","49.963","44.873","48.933","62.918","61.877","47.431","43.472","24.166"
"1693416649","52.565","54.026","50.270","48.215","47.001","50.006","44.887","48.883","62.857","61.866","47.384","43.504","24.184"
"1693416650","52.604","54.022","50.284","48.186","47.037","50.057","44.873","48.864","62.769","61.854","47.347","43.531","24.199"
"1693416651","52.655","54.022","50.252","48.201","47.084","50.115","44.829","48.835","62.710","61.848","47.351","43.555","24.195"
"1693416652","52.691","54.019","50.201","48.215","47.121","50.129","44.800","48.810","62.660","61.828","47.304","43.557","24.197"
"1693416653","52.741","53.986","50.176","48.143","47.150","50.118","44.764","48.767","62.582","61.821","47.228","43.569","24.173"
"1693416654","52.763","53.950","50.162","48.049","47.171","50.093","44.768","48.752","62.534","61.819","47.155","43.573","24.162"
"1693416655","52.785","53.777","50.162","48.002","47.193","50.021","44.811","48.781","62.482","61.798","47.088","43.576","24.153"
"1693416656","52.814","53.755","50.144","47.994","47.222","50.010","44.815","48.832","62.410","61.785","46.997","43.580","24.180"
"1693416657","52.821","53.737","50.165","48.031","47.255","49.996","44.833","48.901","62.369","61.787","46.937","43.584","24.191"
"1693416658","52.846","53.708","50.176","48.060","47.298","50.003","44.858","48.955","62.311","61.762","46.885","43.546","24.191"
"1693416659","52.810","53.697","50.169","48.027","47.353","50.006","44.782","48.988","62.241","61.740","46.818","43.527","24.174"
"1693416660","52.763","53.694","50.209","47.976","47.371","50.021","44.764","48.977","62.193","61.726","46.767","43.522","24.158"
"1693416661","52.723","53.730","50.212","47.980","47.392","49.999","44.793","48.959","62.140","61.719","46.721","43.540","24.171"
"1693416662","52.684","53.745","50.180","47.922","47.403","49.999","44.808","48.959","62.070","61.693","46.656","43.547","24.145"
"1693416663","52.633","53.745","50.176","47.871","47.403","50.010","44.818","48.981","62.020","61.686","46.625","43.547","24.132"
"1693416664","52.583","53.636","50.252","47.809","47.469","49.996","44.764","49.020","61.979","61.674","46.591","43.562","24.117"
"1693416665","52.550","53.611","50.263","47.835","47.538","49.974","44.746","49.002","61.925","61.657","46.538","43.551","24.091"
"1693416666","52.550","53.636","50.252","47.820","47.588","49.996","44.768","48.970","61.876","61.646","46.498","43.536","24.080"
"1693416667","52.561","53.625","50.212","47.810","47.538","50.039","44.764","48.952","61.840","61.630","46.457","43.534","24.064"
"1693416668","52.601","53.586","50.187","47.766","47.422","50.079","44.735","48.981","61.776","61.616","46.399","43.514","24.040"
"1693416669","52.590","53.557","50.201","47.759","47.418","50.129","44.717","49.006","61.736","61.603","46.353","43.474","24.032"
"1693416670","52.529","53.507","50.227","47.781","47.440","50.133","44.721","48.941","61.693","61.589","46.324","43.482","24.021"
"1693416671","52.518","53.463","50.274","47.824","47.349","50.147","44.677","48.915","61.641","61.571","46.321","43.527","24.007"
"1693416672","52.554","53.395","50.306","47.864","47.309","50.158","44.630","48.890","61.603","61.560","46.313","43.478","24.018"
"1693416673","52.471","53.340","50.295","47.911","47.280","50.183","44.652","48.796","61.560","61.542","46.304","43.491","24.049"
"1693416674","52.428","53.294","50.259","47.933","47.190","50.187","44.713","48.745","61.513","61.530","46.259","43.514","24.051"
"1693416675","52.395","53.221","50.230","47.958","47.099","50.176","44.750","48.723","61.467","61.513","46.222","43.572","24.047"
"1693416676","52.377","53.160","50.202","47.995","47.030","50.162","44.739","48.749","61.438","61.506","46.255","43.681","24.071"
"1693416677","52.413","53.139","50.191","48.020","46.979","50.184","44.637","48.760","61.393","61.497","46.293","43.578","24.075"
"1693416678","52.446","53.099","50.209","48.049","46.921","50.180","44.572","48.781","61.345","61.477","46.251","43.478","24.069"
"1693416679","52.428","53.041","50.267","48.111","46.889","50.133","44.532","48.829","61.318","61.470","46.220","43.496","24.084"
"1693416680","52.384","52.958","50.310","48.169","46.842","50.144","44.442","48.843","61.273","61.447","46.177","43.490","24.082"
"1693416681","52.406","53.005","50.317","48.205","46.838","50.162","44.424","48.847","61.226","61.434","46.153","43.507","24.065"
"1693416682","52.269","52.991","50.396","48.241","46.849","50.216","44.456","48.749","61.185","61.420","46.137","43.543","24.071"
"1693416683","52.269","53.001","50.404","48.306","46.824","50.227","44.481","48.760","61.138","61.404","46.090","43.588","24.074"
"1693416684","52.305","53.020","50.393","48.379","46.780","50.198","44.471","48.781","61.111","61.387","45.983","43.594","24.072"
"1693416685","52.359","53.048","50.371","48.451","46.729","50.155","44.431","48.847","61.068","61.373","45.918","43.630","24.061"
"1693416686","52.381","52.983","50.324","48.491","46.697","50.050","44.384","48.930","61.023","61.359","45.943","43.635","24.045"
"1693416687","52.381","52.929","50.306","48.524","46.671","50.010","44.380","48.974","60.982","61.341","45.954","43.619","24.046"
"1693416688","52.280","52.886","50.313","48.575","46.606","50.003","44.438","48.941","60.944","61.323","45.912","43.583","24.054"
"1693416689","52.265","52.864","50.274","48.600","46.592","50.025","44.510","48.916","60.906","61.308","45.903","43.544","24.063"
"1693416690","52.150","52.839","50.263","48.611","46.642","50.043","44.547","48.839","60.874","61.301","45.867","43.535","24.065"
"1693416691","52.110","52.753","50.281","48.749","46.497","50.065","44.536","48.760","60.845","61.287","45.781","43.494","24.059"
"1693416692","52.071","52.727","50.288","48.803","46.392","50.014","44.540","48.749","60.802","61.271","45.711","43.559","24.054"
"1693416693","52.063","52.684","50.299","48.832","46.312","50.018","44.543","48.763","60.773","61.265","45.682","43.597","24.061"
"1693416694","52.006","52.634","50.303","48.850","46.189","50.003","44.449","48.734","60.739","61.238","45.586","43.568","24.048"
"1693416695","51.962","52.565","50.292","48.897","46.077","49.956","44.431","48.723","60.687","61.218","45.468","43.604","24.054"
"1693416696","51.988","52.493","50.274","48.934","46.001","49.927","44.307","48.731","60.665","61.218","45.442","43.687","24.061"
"1693416697","52.031","52.486","50.278","48.963","45.983","49.920","44.275","48.731","60.628","61.195","45.379","43.733","24.050"
"1693416698","52.063","52.486","50.288","49.003","45.982","49.902","44.271","48.774","60.586","61.179","45.303","43.745","24.039"
