"","Channel 1 - Elbow Last (C)","Channel 2 - Forearm Last (C)","Channel 3 - Knuckle Last (C)","Channel 4 - Blade of Hand Last (C)","Channel 5 - Thumb Last (C)","Channel 6 - Cupping Last (C)","Channel 7 - Palm Last (C)","Channel 8 - Elbow (lower) Last (C)","Channel 9 - Heater Last (C)","Channel 10 - Thermistor Last (C)","Channel 11 - Toad MCU Last (C)","Channel 12 - Dovetail Last (C)","Channel 13 - External Ambient Last (C)"
"1693423265","37.720","38.208","37.308","37.741","35.676","38.583","38.620","37.180","42.135","43.150","25.790","37.081","24.011"
"1693423266","37.680","38.211","37.264","37.745","35.672","38.565","38.652","37.169","42.112","43.130","25.773","37.083","24.003"
"1693423267","37.636","38.226","37.188","37.723","35.647","38.550","38.667","37.151","42.108","43.127","25.780","37.098","24.007"
"1693423268","37.632","38.233","37.115","37.647","35.657","38.550","38.649","37.144","42.104","43.112","25.797","37.118","24.005"
"1693423269","37.661","38.252","37.075","37.567","35.705","38.554","38.638","37.169","42.100","43.112","25.810","37.123","24.007"
"1693423270","37.654","38.248","37.031","37.490","35.770","38.547","38.627","37.210","42.093","43.094","25.802","37.127","24.007"
"1693423271","37.647","38.248","36.980","37.432","35.843","38.536","38.649","37.253","42.079","43.092","25.810","37.096","24.025"
"1693423272","37.647","38.244","36.929","37.366","35.902","38.521","38.641","37.268","42.075","43.090","25.802","37.083","24.036"
"1693423273","37.625","38.248","36.918","37.348","35.927","38.521","38.645","37.286","42.082","43.090","25.798","37.068","24.029"
"1693423274","37.552","38.281","37.006","37.410","35.880","38.518","38.543","37.275","42.075","43.088","25.798","37.037","24.054"
"1693423275","37.556","38.277","37.013","37.399","35.891","38.510","38.536","37.271","42.068","43.072","25.809","37.024","24.062"
"1693423276","37.545","38.291","37.056","37.388","35.887","38.510","38.525","37.286","42.071","43.079","25.813","37.035","24.076"
"1693423277","37.504","38.266","37.082","37.373","35.876","38.488","38.554","37.300","42.060","43.061","25.807","37.072","24.052"
"1693423278","37.508","38.233","37.107","37.399","35.880","38.477","38.568","37.290","42.049","43.061","25.802","37.079","24.058"
"1693423279","37.461","38.215","37.133","37.421","35.891","38.456","38.590","37.297","42.039","43.050","25.802","37.094","24.051"
"1693423280","37.421","38.211","37.173","37.465","35.847","38.463","38.601","37.301","42.033","43.032","25.802","37.084","24.043"
"1693423281","37.432","38.175","37.202","37.464","35.807","38.448","38.561","37.275","42.024","43.028","25.802","37.079","24.028"
"1693423282","37.421","38.171","37.231","37.490","35.836","38.448","38.525","37.275","42.013","43.021","25.802","37.072","24.032"
"1693423283","37.424","38.171","37.297","37.508","35.847","38.477","38.525","37.253","42.000","43.003","25.787","37.042","24.061"
"1693423284","37.402","38.124","37.308","37.490","35.854","38.441","38.517","37.246","41.995","42.999","25.780","36.984","24.065"
"1693423285","37.417","38.124","37.315","37.504","35.894","38.401","38.546","37.231","41.984","42.984","25.769","36.966","24.069"
"1693423286","37.384","38.109","37.315","37.526","35.854","38.372","38.543","37.191","41.982","42.981","25.772","36.951","24.063"
"1693423287","37.362","38.113","37.326","37.559","35.792","38.386","38.532","37.155","41.973","42.977","25.772","36.933","24.058"
"1693423288","37.359","38.127","37.330","37.559","35.748","38.423","38.503","37.122","41.962","42.974","25.769","36.915","24.054"
"1693423289","37.337","38.131","37.348","37.563","35.694","38.448","38.495","37.122","41.962","42.970","25.772","36.896","24.039"
"1693423290","37.344","38.149","37.341","37.555","35.654","38.463","38.474","37.118","41.962","42.959","25.776","36.918","24.046"
"1693423291","37.308","38.182","37.326","37.556","35.606","38.477","38.477","37.082","41.947","42.952","25.768","36.944","24.035"
"1693423292","37.322","38.135","37.326","37.574","35.559","38.452","38.510","37.027","41.938","42.937","25.770","36.933","24.006"
"1693423293","37.344","38.076","37.282","37.559","35.548","38.444","38.506","36.994","41.933","42.934","25.765","36.922","24.002"
"1693423294","37.337","38.033","37.253","37.552","35.577","38.437","38.503","36.991","41.936","42.926","25.772","36.915","24.002"
"1693423295","37.351","38.029","37.184","37.548","35.581","38.437","38.532","36.998","41.927","42.923","25.765","36.891","23.980"
"1693423296","37.377","38.044","37.158","37.534","35.581","38.434","38.514","37.027","41.925","42.919","25.776","36.878","23.973"
"1693423297","37.399","38.055","37.173","37.537","35.617","38.430","38.477","37.049","41.925","42.915","25.772","36.874","23.976"
"1693423298","37.388","38.051","37.176","37.548","35.624","38.397","38.466","37.074","41.909","42.908","25.770","36.798","23.973"
"1693423299","37.337","38.055","37.198","37.548","35.610","38.401","38.492","37.082","41.904","42.897","25.779","36.801","23.980"
"1693423300","37.289","38.047","37.187","37.537","35.610","38.404","38.488","37.042","41.900","42.894","25.768","36.809","23.980"
"1693423301","37.304","38.003","37.198","37.519","35.559","38.408","38.408","36.998","41.887","42.886","25.779","36.759","24.006"
"1693423302","37.300","38.018","37.184","37.515","35.511","38.412","38.441","37.020","41.878","42.868","25.776","36.710","24.013"
"1693423303","37.311","38.011","37.147","37.504","35.460","38.415","38.463","37.012","41.875","42.864","25.772","36.696","24.013"
"1693423304","37.308","37.971","37.114","37.508","35.431","38.415","38.463","37.012","41.862","42.853","25.783","36.648","24.026"
"1693423305","37.311","37.952","37.114","37.515","35.431","38.426","38.426","37.042","41.853","42.850","25.779","36.572","24.031"
"1693423306","37.297","37.952","37.122","37.533","35.471","38.444","38.433","37.045","41.853","42.846","25.779","36.561","24.031"
"1693423307","37.329","37.949","37.104","37.552","35.511","38.452","38.426","37.063","41.840","42.832","25.781","36.608","24.051"
"1693423308","37.366","37.945","37.085","37.555","35.530","38.455","38.401","37.060","41.834","42.824","25.786","36.641","24.057"
"1693423309","37.369","37.952","37.074","37.573","35.540","38.470","38.379","37.071","41.831","42.821","25.786","36.641","24.061"
"1693423310","37.362","37.934","37.074","37.628","35.603","38.441","38.415","37.009","41.825","42.813","25.788","36.690","24.063"
"1693423311","37.410","37.938","37.074","37.628","35.643","38.444","38.386","36.976","41.820","42.813","25.775","36.714","24.068"
"1693423312","37.431","37.938","37.071","37.584","35.675","38.430","38.364","36.943","41.813","42.799","25.782","36.735","24.079"
"1693423313","37.402","37.956","37.082","37.515","35.690","38.433","38.353","36.951","41.798","42.795","25.790","36.786","24.101"
"1693423314","37.384","37.974","37.096","37.479","35.723","38.437","38.338","36.972","41.802","42.784","25.790","36.797","24.097"
"1693423315","37.362","38.003","37.092","37.457","35.755","38.415","38.306","37.001","41.783","42.777","25.786","36.790","24.097"
"1693423316","37.307","38.018","37.100","37.479","35.803","38.397","38.287","37.034","41.780","42.764","25.799","36.808","24.108"
"1693423317","37.256","38.025","37.103","37.497","35.843","38.397","38.291","37.034","41.776","42.762","25.804","36.819","24.104"
"1693423318","37.256","38.018","37.085","37.511","35.850","38.415","38.298","37.020","41.780","42.755","25.801","36.786","24.108"
"1693423319","37.289","38.007","37.067","37.417","35.817","38.422","38.357","37.056","41.763","42.748","25.799","36.720","24.123"
"1693423320","37.282","38.003","37.060","37.373","35.846","38.386","38.379","37.074","41.758","42.744","25.793","36.680","24.115"
"1693423321","37.271","38.025","37.049","37.369","35.876","38.335","38.400","37.092","41.754","42.740","25.789","36.684","24.112"
"1693423322","37.267","38.062","37.060","37.369","35.916","38.269","38.368","37.103","41.742","42.730","25.788","36.646","24.095"
"1693423323","37.249","38.087","37.085","37.377","35.894","38.240","38.335","37.114","41.740","42.729","25.789","36.655","24.082"
"1693423324","37.245","38.098","37.100","37.391","35.916","38.233","38.298","37.122","41.740","42.722","25.793","36.637","24.079"
"1693423325","37.235","38.127","37.107","37.377","35.963","38.240","38.309","37.125","41.734","42.715","25.804","36.604","24.056"
"1693423326","37.238","38.149","37.133","37.351","36.032","38.251","38.339","37.144","41.722","42.701","25.800","36.578","24.038"
"1693423327","37.242","38.138","37.147","37.326","36.069","38.266","38.320","37.165","41.707","42.693","25.797","36.578","24.049"
"1693423328","37.256","38.156","37.169","37.256","36.131","38.273","38.313","37.180","41.711","42.691","25.811","36.549","24.062"
"1693423329","37.271","38.167","37.158","37.256","36.149","38.266","38.302","37.129","41.692","42.682","25.819","36.527","24.049"
"1693423330","37.282","38.164","37.169","37.231","36.160","38.273","38.313","37.096","41.696","42.682","25.826","36.523","24.023"
"1693423331","37.271","38.153","37.165","37.198","36.167","38.295","38.338","37.082","41.685","42.662","25.828","36.531","24.010"
"1693423332","37.275","38.131","37.158","37.169","36.167","38.313","38.364","37.067","41.681","42.653","25.830","36.516","23.994"
"1693423333","37.271","38.105","37.136","37.143","36.163","38.306","38.379","37.060","41.678","42.657","25.822","36.520","23.994"
"1693423334","37.289","38.109","37.140","37.147","36.189","38.317","38.401","37.012","41.667","42.648","25.835","36.523","24.005"
"1693423335","37.289","38.113","37.162","37.140","36.215","38.331","38.353","37.005","41.660","42.646","25.844","36.523","24.023"
"1693423336","37.286","38.127","37.165","37.111","36.229","38.320","38.328","37.005","41.652","42.635","25.841","36.516","24.012"
"1693423337","37.260","38.138","37.133","37.067","36.255","38.331","38.342","37.027","41.641","42.622","25.844","36.471","24.021"
"1693423338","37.271","38.149","37.140","37.042","36.291","38.342","38.342","37.023","41.634","42.606","25.840","36.490","24.030"
"1693423339","37.264","38.131","37.140","37.027","36.331","38.346","38.375","37.012","41.638","42.613","25.848","36.509","24.034"
"1693423340","37.260","38.120","37.136","37.020","36.338","38.346","38.386","37.012","41.620","42.593","25.835","36.478","24.008"
"1693423341","37.271","38.124","37.118","37.005","36.338","38.364","38.371","37.023","41.619","42.595","25.840","36.443","24.012"
"1693423342","37.260","38.116","37.100","36.998","36.335","38.371","38.361","37.060","41.620","42.595","25.844","36.454","24.008"
"1693423343","37.235","38.102","37.096","36.972","36.309","38.375","38.353","37.078","41.614","42.586","25.842","36.461","23.997"
"1693423344","37.224","38.087","37.085","36.972","36.287","38.353","38.353","37.096","41.612","42.577","25.848","36.468","24.001"
"1693423345","37.206","38.084","37.060","36.972","36.269","38.342","38.313","37.107","41.594","42.569","25.851","36.476","24.008"
"1693423346","37.198","38.091","37.067","36.994","36.251","38.342","38.306","37.122","41.589","42.558","25.844","36.499","24.024"
"1693423347","37.158","38.073","37.096","36.998","36.247","38.320","38.302","37.082","41.587","42.558","25.833","36.501","24.037"
"1693423348","37.107","37.989","37.067","36.951","36.164","38.277","38.240","36.980","41.587","42.558","25.829","36.552","24.015"
"1693423349","37.034","37.847","37.020","36.943","36.029","38.240","38.182","36.885","41.570","42.547","25.805","36.492","23.993"
"1693423350","37.023","37.832","36.994","36.878","35.927","38.218","38.193","36.856","41.558","42.529","25.803","36.465","24.004"
"1693423351","37.071","37.905","36.969","36.827","35.847","38.215","38.186","36.852","41.554","42.529","25.818","36.457","24.011"
"1693423352","37.045","37.934","37.002","36.776","35.748","38.189","38.160","36.812","41.547","42.516","25.823","36.424","24.011"
"1693423353","36.954","37.974","36.987","36.732","35.723","38.189","38.186","36.750","41.543","42.504","25.822","36.413","24.019"
"1693423354","36.940","37.993","36.991","36.736","35.734","38.197","38.186","36.725","41.539","42.504","25.829","36.446","24.070"
"1693423355","36.965","37.993","37.075","36.801","35.799","38.211","38.178","36.769","41.528","42.502","25.834","36.444","24.184"
"1693423356","36.943","37.964","37.115","36.834","35.836","38.211","38.219","36.794","41.521","42.489","25.840","36.442","24.221"
"1693423357","36.918","37.938","37.144","36.834","35.858","38.175","38.233","36.790","41.521","42.489","25.840","36.435","24.225"
"1693423358","36.892","37.920","37.162","36.834","35.865","38.142","38.248","36.783","41.516","42.478","25.836","36.391","24.254"
"1693423359","36.900","37.902","37.191","36.867","35.887","38.138","38.244","36.798","41.499","42.464","25.821","36.384","24.258"
"1693423360","36.892","37.891","37.206","36.860","35.880","38.149","38.244","36.801","41.488","42.453","25.818","36.391","24.269"
"1693423361","36.845","37.876","37.228","36.827","35.887","38.175","38.255","36.780","41.490","42.456","25.820","36.368","24.285"
"1693423362","36.816","37.876","37.249","36.790","35.880","38.164","38.251","36.750","41.481","42.442","25.821","36.359","24.287"
"1693423363","36.794","37.884","37.264","36.747","35.883","38.139","38.266","36.736","41.477","42.442","25.825","36.333","24.298"
"1693423364","36.798","37.880","37.286","36.703","35.964","38.135","38.295","36.707","41.470","42.427","25.832","36.326","24.335"
"1693423365","36.820","37.884","37.279","36.696","36.007","38.135","38.303","36.674","41.467","42.435","25.843","36.333","24.353"
"1693423366","36.820","37.869","37.264","36.692","36.055","38.128","38.335","36.663","41.467","42.431","25.840","36.315","24.375"
"1693423367","36.838","37.869","37.210","36.649","36.088","38.102","38.346","36.656","41.452","42.424","25.830","36.278","24.377"
"1693423368","36.838","37.866","37.170","36.616","36.135","38.084","38.368","36.649","41.452","42.416","25.832","36.285","24.382"
"1693423369","36.849","37.855","37.130","36.569","36.161","38.059","38.372","36.649","41.452","42.413","25.832","36.289","24.386"
"1693423370","36.846","37.833","37.108","36.514","36.197","38.059","38.379","36.631","41.445","42.404","25.845","36.282","24.392"
"1693423371","36.838","37.800","37.075","36.510","36.208","38.030","38.361","36.583","41.441","42.398","25.854","36.293","24.401"
"1693423372","36.838","37.767","37.057","36.565","36.215","38.030","38.372","36.569","41.434","42.391","25.851","36.289","24.401"
"1693423373","36.857","37.731","37.024","36.664","36.245","38.124","38.376","36.623","41.423","42.384","25.858","36.249","24.390"
"1693423374","36.875","37.709","36.999","36.660","36.248","38.130","38.372","36.624","41.419","42.380","25.876","36.231","24.401"
"1693423375","36.901","37.695","36.966","36.638","36.252","38.136","38.369","36.624","41.415","42.380","25.876","36.242","24.397"
"1693423376","36.893","37.691","36.944","36.627","36.234","38.139","38.365","36.635","41.406","42.365","25.871","36.222","24.406"
"1693423377","36.915","37.684","36.948","36.642","36.234","38.150","38.351","36.620","41.408","42.365","25.883","36.231","24.401"
"1693423378","36.941","37.677","36.926","36.620","36.234","38.154","38.336","36.609","41.397","42.358","25.876","36.220","24.390"
