"","Channel 1 - Elbow Last (C)","Channel 2 - Forearm Last (C)","Channel 3 - Knuckle Last (C)","Channel 4 - Blade of Hand Last (C)","Channel 5 - Thumb Last (C)","Channel 6 - Cupping Last (C)","Channel 7 - Palm Last (C)","Channel 8 - Elbow (lower) Last (C)","Channel 9 - Heater Last (C)","Channel 10 - Thermistor Last (C)","Channel 11 - Toad MCU Last (C)","Channel 12 - Dovetail Last (C)","Channel 13 - External Ambient Last (C)","Channel 14 - Franka Dovetail Last (C)"
"1693584466","63.936","67.218","63.595","58.543","61.096","65.412","57.377","62.036","80.560","84.628","22.476","49.544","21.325","47.155"
"1693584467","63.907","67.200","63.627","58.561","61.139","65.354","57.399","62.008","80.502","84.613","22.450","49.605","21.358","46.959"
"1693584468","63.882","67.217","63.673","58.485","61.145","65.303","57.395","62.036","80.469","84.579","22.395","49.656","21.366","47.069"
"1693584469","63.870","67.177","63.745","58.427","61.145","65.235","57.366","62.025","80.430","84.555","22.314","49.645","21.365","47.234"
"1693584470","63.856","67.149","63.845","58.318","61.102","65.260","57.384","61.960","80.390","84.512","22.336","49.634","21.346","47.295"
"1693584471","63.849","67.102","63.874","58.250","60.886","65.281","57.369","62.032","80.365","84.487","22.328","49.590","21.383","47.357"
"1693584472","63.823","66.958","63.741","58.278","60.714","65.324","57.383","62.050","80.314","84.436","22.335","49.593","21.393","47.498"
"1693584473","63.726","66.940","63.636","58.267","60.577","65.335","57.373","61.956","80.282","84.411","22.343","49.633","21.397","47.574"
"1693584474","63.658","66.805","63.519","58.213","60.390","65.288","57.287","61.986","80.217","84.346","22.294","49.691","21.434","47.505"
"1693584475","63.586","66.706","63.456","58.223","60.282","65.234","57.170","62.049","80.177","84.305","22.322","49.636","21.466","47.303"
"1693584476","63.621","66.713","63.481","58.169","60.286","65.194","57.181","62.013","80.134","84.263","22.320","49.614","21.481","47.178"
"1693584477","63.603","66.723","63.521","58.205","60.289","65.072","57.166","61.962","80.102","84.231","22.335","49.600","21.459","47.095"
"1693584478","63.603","66.705","63.563","58.230","60.379","64.996","57.169","61.926","80.076","84.202","22.356","49.556","21.462","47.149"
"1693584479","63.502","66.666","63.538","58.190","60.490","65.017","57.219","61.815","80.022","84.166","22.404","49.502","21.396","46.946"
"1693584480","63.448","66.633","63.423","58.201","60.543","64.967","57.252","61.685","80.008","84.141","22.419","49.498","21.341","46.975"
"1693584481","63.297","66.661","63.376","58.172","60.518","64.952","57.244","61.609","79.957","84.083","22.422","49.523","21.234","47.301"
"1693584482","63.236","66.780","63.459","58.168","60.547","64.974","57.241","61.416","79.909","84.043","22.396","49.467","21.200","47.340"
"1693584483","63.097","66.767","63.517","58.204","60.437","64.860","57.224","61.345","79.878","84.011","22.363","49.363","21.156","47.387"
"1693584484","63.052","66.693","63.458","58.192","60.374","64.808","57.244","61.311","79.846","83.971","22.363","49.370","21.134","47.452"
"1693584485","63.099","66.639","63.422","58.174","60.352","64.844","57.330","61.282","79.821","83.942","22.363","49.392","21.093","47.514"
"1693584486","63.174","66.635","63.422","58.206","60.409","64.937","57.333","61.303","79.760","83.899","22.395","49.341","21.178","47.242"
"1693584487","63.210","66.599","63.576","58.152","60.398","64.987","57.286","61.317","79.752","83.877","22.388","49.283","21.240","47.126"
"1693584488","63.217","66.506","63.518","58.065","60.427","64.936","57.315","61.353","79.691","83.823","22.358","49.388","21.310","47.006"
"1693584489","63.213","66.502","63.378","58.105","60.469","64.861","57.344","61.371","79.650","83.789","22.362","49.382","21.326","47.009"
"1693584490","63.187","66.505","63.309","58.141","60.473","64.760","57.333","61.335","79.605","83.747","22.343","49.311","21.376","47.031"
"1693584491","63.201","66.498","63.356","58.072","60.480","64.727","57.289","61.334","79.572","83.708","22.336","49.271","21.361","47.103"
"1693584492","63.205","66.445","63.327","58.036","60.506","64.736","57.373","61.242","79.540","83.686","22.310","49.325","21.305","47.067"
"1693584493","63.100","66.447","63.337","57.941","60.569","64.738","57.285","61.057","79.501","83.646","22.335","49.300","21.232","46.798"
"1693584494","63.003","66.526","63.452","57.887","60.601","64.755","57.234","60.834","79.479","83.621","22.350","49.253","21.206","46.849"
"1693584495","62.827","66.622","63.495","57.934","60.561","64.730","57.115","60.547","79.428","83.578","22.401","49.205","21.239","47.179"
"1693584496","62.683","66.611","63.563","57.991","60.529","64.680","57.097","60.479","79.394","83.536","22.421","49.142","21.229","47.347"
"1693584497","62.719","66.485","63.534","58.085","60.414","64.608","57.172","60.482","79.353","83.495","22.449","49.132","21.223","47.359"
"1693584498","62.647","66.514","63.487","58.048","60.216","64.557","57.161","60.460","79.328","83.466","22.426","49.125","21.227","47.435"
"1693584499","62.542","66.611","63.469","57.969","60.015","64.521","57.067","60.384","79.295","83.441","22.445","49.161","21.245","47.573"
"1693584500","62.628","66.682","63.390","57.918","59.866","64.474","57.031","60.427","79.256","83.401","22.448","49.125","21.282","47.489"
"1693584501","62.709","66.570","63.271","57.965","59.832","64.391","57.171","60.702","79.231","83.365","22.430","49.139","21.263","47.522"
"1693584502","62.814","66.423","63.012","57.889","59.888","64.283","57.221","60.883","79.180","83.318","22.437","49.222","21.186","47.529"
"1693584503","62.843","66.355","62.944","57.852","59.898","64.254","57.167","60.933","79.135","83.278","22.433","49.255","21.134","47.467"
"1693584504","62.850","66.286","62.900","57.852","59.808","64.214","57.210","60.976","79.086","83.239","22.425","49.287","21.167","47.195"
"1693584505","62.828","66.304","62.907","57.798","59.761","64.214","57.239","60.922","79.069","83.221","22.436","49.272","21.240","47.133"
"1693584506","62.774","66.375","62.989","57.790","59.753","64.268","57.163","60.857","79.043","83.185","22.443","49.265","21.240","47.003"
"1693584507","62.817","66.296","62.892","57.808","59.782","64.250","57.137","60.803","78.989","83.134","22.440","49.218","21.240","46.796"
"1693584508","62.838","66.142","62.813","57.783","59.771","64.260","57.122","60.644","78.975","83.113","22.443","49.174","21.255","46.741"
"1693584509","62.745","66.105","62.727","57.786","59.680","64.253","57.147","60.486","78.925","83.062","22.428","49.083","21.280","47.017"
"1693584510","62.664","66.071","62.728","57.640","59.633","64.226","57.192","60.421","78.885","83.028","22.400","49.058","21.238","47.111"
"1693584511","62.640","66.119","62.827","57.569","59.633","64.191","57.176","60.421","78.845","82.986","22.387","49.094","21.239","47.190"
"1693584512","62.607","66.123","62.830","57.551","59.615","64.151","57.132","60.313","78.813","82.961","22.376","49.126","21.265","47.226"
"1693584513","62.410","66.068","62.722","57.554","59.423","64.076","57.085","60.270","78.791","82.921","22.369","49.097","21.291","47.328"
"1693584514","62.331","65.943","62.711","57.547","59.307","64.061","57.085","60.284","78.730","82.864","22.324","49.046","21.320","47.273"
"1693584515","62.345","65.960","62.714","57.557","59.098","63.982","57.027","60.273","78.716","82.849","22.295","49.082","21.345","47.338"
"1693584516","62.344","66.032","62.844","57.546","59.011","63.989","57.019","60.276","78.655","82.795","22.272","49.089","21.349","47.189"
"1693584517","62.348","65.999","62.893","57.539","59.079","64.039","57.102","60.251","78.626","82.761","22.241","49.113","21.404","47.031"
"1693584518","62.333","65.985","62.875","57.445","59.162","64.125","57.167","60.118","78.590","82.719","22.158","49.190","21.433","47.004"
"1693584519","62.241","65.873","62.985","57.309","59.295","64.177","57.143","60.177","78.568","82.712","22.139","49.328","21.348","47.124"
"1693584520","62.099","65.672","62.932","57.195","59.483","64.117","57.246","60.214","78.539","82.680","22.147","49.444","21.275","47.254"
"1693584521","62.074","65.650","62.770","57.328","59.587","64.013","57.292","60.149","78.489","82.629","22.109","49.614","21.271","47.399"
"1693584522","62.106","65.632","62.616","57.400","59.767","63.898","57.274","60.307","78.467","82.600","22.135","49.661","21.282","47.471"
"1693584523","62.124","65.513","62.533","57.342","59.796","63.847","57.259","60.350","78.410","82.539","22.146","49.722","21.300","47.598"
"1693584524","62.102","65.430","62.436","57.277","59.778","63.850","57.252","60.299","78.385","82.512","22.199","49.635","21.338","47.717"
"1693584525","62.041","65.319","62.357","57.259","59.698","63.796","57.219","60.249","78.338","82.477","22.249","49.562","21.366","47.677"
"1693584526","61.976","65.229","62.259","57.223","59.658","63.775","57.212","60.328","78.323","82.452","22.263","49.584","21.376","47.510"
"1693584527","61.925","65.218","62.212","57.215","59.658","63.767","57.244","60.388","78.295","82.430","22.278","49.580","21.380","47.405"
"1693584528","61.954","65.207","62.200","57.213","59.625","63.799","57.265","60.447","78.244","82.369","22.241","49.555","21.384","47.376"
"1693584529","61.978","65.159","62.183","57.139","59.657","63.881","57.297","60.319","78.219","82.344","22.226","49.515","21.409","47.343"
"1693584530","61.874","65.188","62.237","57.099","59.585","63.953","57.304","60.251","78.172","82.297","22.218","49.453","21.453","47.488"
"1693584531","61.859","65.227","62.297","57.041","59.541","64.003","57.308","60.229","78.138","82.268","22.262","49.492","21.456","47.384"
"1693584532","61.870","65.281","62.276","57.019","59.537","64.032","57.297","60.294","78.100","82.236","22.255","49.510","21.453","47.107"
"1693584533","61.873","65.331","62.365","56.986","59.548","64.042","57.246","60.229","78.071","82.210","22.199","49.369","21.467","47.009"
"1693584534","61.866","65.324","62.448","56.889","59.602","64.074","57.127","60.218","78.043","82.185","22.188","49.300","21.456","47.030"
"1693584535","61.876","65.288","62.487","56.899","59.623","64.067","57.090","60.236","77.996","82.131","22.217","49.278","21.338","47.161"
"1693584536","61.876","65.320","62.551","56.881","59.677","64.038","57.105","60.120","77.974","82.113","22.210","49.368","21.356","47.266"
"1693584537","61.867","65.233","62.551","56.819","59.758","63.998","57.086","60.192","77.938","82.070","22.236","49.448","21.404","47.385"
"1693584538","61.944","65.139","62.486","56.754","59.828","63.911","57.089","60.299","77.891","82.034","22.241","49.415","21.352","47.370"
"1693584539","61.958","65.186","62.439","56.811","59.842","63.847","57.133","60.328","77.866","82.001","22.253","49.382","21.367","47.261"
"1693584540","61.940","65.243","62.467","56.826","59.806","63.767","57.082","60.252","77.834","81.969","22.220","49.346","21.345","47.105"
"1693584541","61.864","65.347","62.417","56.851","59.712","63.720","56.955","60.140","77.801","81.943","22.220","49.277","21.363","47.007"
"1693584542","61.821","65.401","62.370","56.843","59.636","63.706","56.814","60.033","77.765","81.907","22.249","49.273","21.381","46.797"
"1693584543","61.846","65.346","62.395","56.778","59.585","63.673","56.796","60.025","77.736","81.882","22.234","49.324","21.377","46.695"
"1693584544","61.820","65.278","62.280","56.695","59.545","63.651","56.825","60.036","77.686","81.842","22.249","49.313","21.362","46.615"
"1693584545","61.748","65.317","62.298","56.630","59.577","63.680","56.832","60.093","77.648","81.813","22.236","49.332","21.390","46.493"
"1693584546","61.780","65.259","62.276","56.649","59.665","63.733","56.844","60.127","77.614","81.777","22.252","49.291","21.391","46.466"
"1693584547","61.733","65.198","62.311","56.604","59.706","63.762","56.831","60.243","77.596","81.766","22.278","49.305","21.395","46.502"
"1693584548","61.758","65.058","62.200","56.611","59.721","63.693","56.856","60.340","77.575","81.745","22.278","49.207","21.420","46.466"
"1693584549","61.740","64.957","62.153","56.592","59.746","63.567","56.895","60.364","77.524","81.698","22.237","49.152","21.416","46.295"
"1693584550","61.686","64.978","62.084","56.527","59.720","63.531","56.888","60.357","77.499","81.672","22.255","49.134","21.405","46.244"
"1693584551","61.696","64.921","61.994","56.509","59.738","63.556","56.898","60.321","77.452","81.618","22.192","48.992","21.412","46.280"
"1693584552","61.743","64.820","61.908","56.512","59.788","63.563","56.913","60.306","77.418","81.573","22.209","48.972","21.451","46.344"
"1693584553","61.793","64.816","61.886","56.530","59.817","63.595","56.887","60.281","77.380","81.532","22.269","49.050","21.452","46.418"
"1693584554","61.843","64.791","61.846","56.544","59.896","63.631","56.858","60.277","77.366","81.506","22.280","49.039","21.489","46.533"
"1693584555","61.925","64.711","61.711","56.583","59.851","63.595","56.831","60.183","77.333","81.474","22.262","49.053","21.493","46.599"
"1693584556","61.928","64.639","61.598","56.663","59.654","63.443","56.872","60.144","77.286","81.420","22.309","49.067","21.378","46.736"
"1693584557","61.946","64.606","61.529","56.695","59.592","63.382","56.861","60.165","77.265","81.398","22.305","49.096","21.426","46.877"
"1693584558","61.956","64.542","61.500","56.691","59.411","63.346","56.889","60.219","77.222","81.344","22.250","49.140","21.430","47.073"
"1693584559","61.999","64.502","61.461","56.756","59.180","63.303","56.893","60.269","77.180","81.306","22.233","49.128","21.462","47.140"
"1693584560","62.053","64.541","61.435","56.806","59.108","63.155","56.929","60.218","77.150","81.272","22.231","49.121","21.506","47.243"
"1693584561","62.063","64.595","61.478","56.827","59.169","63.083","56.935","60.203","77.121","81.239","22.235","49.124","21.488","47.290"
"1693584562","62.085","64.681","61.593","56.841","59.154","63.112","56.910","60.239","77.092","81.211","22.231","49.052","21.458","47.330"
"1693584563","62.084","64.673","61.621","56.755","59.125","63.154","56.899","60.264","77.060","81.167","22.253","48.936","21.410","47.304"
"1693584564","62.050","64.635","61.572","56.720","59.112","63.147","56.825","60.281","77.024","81.138","22.271","48.863","21.333","47.268"
"1693584565","62.030","64.543","61.527","56.671","59.005","63.053","56.844","60.199","76.977","81.091","22.296","48.841","21.292","47.325"
"1693584566","62.012","64.529","61.415","56.620","58.846","63.024","56.855","60.202","76.948","81.055","22.300","48.832","21.299","47.302"
"1693584567","62.026","64.492","61.376","56.537","58.821","63.038","56.779","60.234","76.912","81.019","22.307","48.797","21.310","47.129"
"1693584568","62.058","64.446","61.282","56.454","58.864","63.103","56.742","60.266","76.887","80.987","22.285","48.768","21.325","47.100"
"1693584569","62.068","64.399","61.128","56.410","58.929","63.077","56.648","60.287","76.858","80.965","22.296","48.830","21.302","47.100"
"1693584570","62.079","64.323","61.020","56.424","58.993","63.056","56.655","60.244","76.818","80.925","22.285","48.855","21.269","47.020"
"1693584571","62.071","64.369","60.955","56.413","59.029","63.030","56.633","60.168","76.807","80.904","22.248","48.796","21.298","46.904"
"1693584572","62.096","64.391","61.037","56.431","58.982","63.051","56.691","60.093","76.750","80.850","22.266","48.774","21.339","46.773"
"1693584573","62.159","64.450","60.985","56.508","58.976","63.049","56.847","59.802","76.719","80.814","22.293","48.769","21.379","46.695"
"1693584574","62.042","64.573","61.094","56.495","58.866","62.990","56.907","59.569","76.678","80.781","22.291","48.705","21.393","46.628"
"1693584575","61.948","64.609","61.194","56.484","58.790","62.885","56.943","59.439","76.656","80.745","22.313","48.720","21.393","46.664"
"1693584576","61.876","64.634","61.287","56.466","58.710","62.835","56.957","59.277","76.638","80.727","22.309","48.727","21.367","46.656"
"1693584577","61.793","64.641","61.406","56.455","58.688","62.759","56.888","59.244","76.581","80.677","22.305","48.730","21.301","46.645"
"1693584578","61.807","64.615","61.466","56.458","58.746","62.676","56.866","59.276","76.559","80.658","22.324","48.770","21.293","46.471"
"1693584579","61.757","64.543","61.470","56.476","58.796","62.586","56.877","59.298","76.519","80.601","22.290","48.889","21.297","46.250"
"1693584580","61.667","64.493","61.448","56.458","58.713","62.572","56.829","59.352","76.485","80.566","22.299","48.933","21.302","46.181"
"1693584581","61.534","64.510","61.379","56.425","58.788","62.683","56.825","59.138","76.458","80.536","22.334","48.932","21.296","46.311"
"1693584582","61.406","64.492","61.288","56.376","58.788","62.733","56.724","58.914","76.433","80.510","22.334","48.936","21.263","46.510"
"1693584583","61.375","64.445","61.314","56.277","58.676","62.786","56.695","58.824","76.404","80.478","22.323","48.983","21.289","46.503"
"1693584584","61.332","64.384","61.195","56.237","58.528","62.743","56.745","58.795","76.361","80.442","22.352","49.175","21.281","46.506"
"1693584585","61.274","64.352","60.980","56.233","58.488","62.678","56.781","58.755","76.339","80.427","22.344","49.167","21.285","46.626"
"1693584586","61.267","64.258","60.897","56.175","58.365","62.620","56.824","58.859","76.285","80.366","22.289","49.196","21.325","46.872"
"1693584587","61.277","64.136","60.857","56.204","58.264","62.570","56.882","58.949","76.258","80.339","22.241","49.183","21.308","46.970"
"1693584588","61.309","64.081","60.739","56.290","58.217","62.469","56.910","59.082","76.220","80.312","22.266","49.112","21.325","47.057"
"1693584589","61.302","64.031","60.580","56.437","58.278","62.397","56.939","59.169","76.202","80.283","22.277","49.072","21.317","47.071"
"1693584590","61.302","64.027","60.559","56.448","58.303","62.368","56.939","59.237","76.177","80.261","22.281","48.974","21.273","47.064"
"1693584591","61.334","63.898","60.494","56.336","58.416","62.424","56.897","59.262","76.141","80.225","22.281","48.934","21.317","47.114"
"1693584592","61.334","63.847","60.360","56.278","58.634","62.493","56.920","59.226","76.116","80.211","22.306","48.872","21.313","47.136"
"1693584593","61.269","63.894","60.403","56.263","58.706","62.511","56.916","59.143","76.084","80.178","22.347","48.872","21.342","46.889"
"1693584594","61.225","63.911","60.547","56.259","58.637","62.539","56.920","59.099","76.051","80.147","22.311","48.849","21.267","46.641"
"1693584595","61.168","63.871","60.529","56.310","58.597","62.557","56.937","59.059","76.019","80.124","22.262","48.803","21.257","46.381"
"1693584596","61.157","63.785","60.507","56.273","58.586","62.553","56.973","58.958","76.004","80.117","22.243","48.810","21.264","46.305"
"1693584597","61.200","63.785","60.485","56.198","58.590","62.568","56.944","58.803","75.983","80.102","22.243","48.810","21.253","46.250"
"1693584598","61.131","63.810","60.395","56.186","58.589","62.535","56.883","58.701","75.921","80.044","22.287","48.864","21.157","46.225"
"1693584599","61.106","63.892","60.355","56.179","58.524","62.524","56.846","58.636","75.903","80.012","22.250","48.824","21.109","46.399"
"1693584600","60.983","64.030","60.517","56.099","58.453","62.554","56.779","58.479","75.867","79.962","22.194","48.795","21.069","46.667"
"1693584601","60.807","64.085","60.635","56.106","58.451","62.613","56.759","58.235","75.833","79.931","22.141","48.876","21.091","46.587"
"1693584602","60.570","64.128","60.739","56.138","58.285","62.588","56.770","58.148","75.799","79.897","22.135","48.871","21.101","46.670"
"1693584603","60.469","64.027","60.681","56.135","58.299","62.519","56.777","58.271","75.770","79.871","22.179","48.860","21.083","46.800"
"1693584604","60.472","63.941","60.548","56.131","58.371","62.465","56.758","58.458","75.738","79.839","22.216","48.867","21.094","46.865"
"1693584605","60.397","63.894","60.609","56.080","58.432","62.433","56.744","58.530","75.702","79.789","22.230","48.983","21.068","46.851"
"1693584606","60.307","63.901","60.698","56.076","58.439","62.422","56.715","58.522","75.676","79.764","22.227","49.008","21.038","46.851"
"1693584607","60.292","63.955","60.795","56.058","58.522","62.404","56.736","58.327","75.633","79.720","22.270","48.964","20.997","46.894"
"1693584608","60.199","63.937","60.831","56.126","58.634","62.386","56.668","58.327","75.601","79.684","22.213","48.897","20.988","46.714"
"1693584609","60.123","63.796","60.796","56.117","58.542","62.333","56.638","58.376","75.565","79.645","22.185","48.902","21.023","46.527"
"1693584610","60.069","63.717","60.884","56.191","58.442","62.338","56.627","58.435","75.550","79.627","22.159","48.913","21.067","46.396"
"1693584611","60.054","63.673","60.952","56.068","58.384","62.384","56.641","58.391","75.536","79.612","22.174","48.909","21.111","46.240"
"1693584612","60.018","63.655","60.962","56.010","58.276","62.402","56.609","58.402","75.485","79.558","22.192","48.894","21.121","46.135"
"1693584613","60.064","63.601","60.962","55.952","58.268","62.402","56.616","58.376","75.460","79.529","22.210","48.840","21.085","46.088"
"1693584614","59.964","63.612","60.915","55.915","58.217","62.405","56.605","58.297","75.424","79.493","22.170","48.915","21.055","46.000"
"1693584615","59.830","63.608","60.926","55.937","58.206","62.387","56.608","58.120","75.377","79.463","22.166","48.908","21.088","46.254"
"1693584616","59.689","63.597","60.969","55.944","58.141","62.387","56.561","57.979","75.341","79.436","22.199","48.890","21.036","46.490"
"1693584617","59.743","63.593","60.911","55.951","58.058","62.398","56.582","57.888","75.327","79.425","22.217","48.842","21.065","46.464"
"1693584618","59.728","63.683","60.965","55.940","58.000","62.401","56.517","57.953","75.309","79.414","22.206","48.817","21.025","46.536"
"1693584619","59.796","63.567","60.978","55.990","58.021","62.267","56.437","57.956","75.269","79.378","22.224","48.842","20.980","46.485"
"1693584620","59.749","63.477","60.942","55.881","58.035","62.267","56.451","57.952","75.244","79.349","22.250","48.802","21.002","46.507"
"1693584621","59.619","63.384","60.903","55.841","58.082","62.292","56.419","57.930","75.193","79.313","22.279","48.820","21.053","46.576"
"1693584622","59.658","63.323","60.784","55.794","58.132","62.253","56.455","57.869","75.158","79.280","22.255","48.800","21.103","46.572"
"1693584623","59.665","63.333","60.694","55.819","58.193","62.206","56.490","57.818","75.136","79.255","22.271","48.805","21.127","46.583"
"1693584624","59.669","63.387","60.737","55.790","58.294","62.130","56.487","57.785","75.114","79.230","22.271","48.776","21.149","46.658"
"1693584625","59.676","63.437","60.819","55.765","58.279","62.065","56.530","57.709","75.082","79.194","22.171","48.718","21.148","46.662"
"1693584626","59.618","63.404","60.833","55.768","58.232","62.032","56.540","57.756","75.042","79.154","22.204","48.677","21.185","46.600"
"1693584627","59.585","63.337","60.767","55.708","58.106","62.018","56.484","57.754","75.024","79.140","22.233","48.688","21.211","46.415"
"1693584628","59.574","63.364","60.840","55.601","58.015","61.971","56.475","57.611","74.981","79.089","22.193","48.659","21.210","46.317"
"1693584629","59.628","63.357","60.897","55.637","58.033","61.942","56.489","57.611","74.945","79.055","22.185","48.713","21.247","46.279"
"1693584630","59.656","63.267","60.864","55.648","57.975","61.909","56.470","57.679","74.909","79.017","22.214","48.669","21.239","46.407"
"1693584631","59.652","63.205","60.828","55.568","57.838","61.841","56.521","57.686","74.891","78.999","22.236","48.615","21.261","46.577"
"1693584632","59.667","63.198","60.832","55.669","57.610","61.783","56.539","57.744","74.876","78.981","22.258","48.673","21.280","46.613"
"1693584633","59.649","63.234","60.875","55.687","57.578","61.683","56.484","57.751","74.829","78.931","22.148","48.716","21.320","46.486"
"1693584634","59.598","63.237","60.878","55.687","57.664","61.657","56.405","57.675","74.804","78.913","22.155","48.748","21.327","46.348"
"1693584635","59.529","63.125","60.888","55.708","57.743","61.617","56.386","57.638","74.757","78.866","22.099","48.781","21.227","46.080"
"1693584636","59.336","63.068","60.955","55.769","57.748","61.547","56.348","57.564","74.743","78.841","22.114","48.772","21.262","46.127"
"1693584637","59.247","63.046","61.053","55.880","57.807","61.491","56.241","57.638","74.707","78.798","22.110","48.744","21.290","46.018"
"1693584638","59.272","62.995","60.995","55.787","57.760","61.430","56.223","57.569","74.675","78.776","22.150","48.737","21.311","46.003"
"1693584639","59.235","62.905","60.859","55.674","57.713","61.419","56.154","57.442","74.653","78.747","22.172","48.755","21.333","46.068"
"1693584640","59.257","62.848","60.686","55.649","57.720","61.390","56.241","57.215","74.613","78.700","22.109","48.769","21.318","45.923"
"1693584641","59.217","62.926","60.582","55.649","57.788","61.382","56.132","56.994","74.581","78.661","22.095","48.856","21.315","45.905"
"1693584642","59.253","63.016","60.524","55.648","57.723","61.379","56.035","57.121","74.545","78.621","22.160","48.877","21.347","45.912"
"1693584643","59.271","63.059","60.387","55.652","57.600","61.353","55.998","57.315","74.507","78.580","22.162","48.770","21.360","46.042"
"1693584644","59.256","63.094","60.419","55.605","57.474","61.306","55.966","57.470","74.476","78.542","22.160","48.670","21.362","46.252"
"1693584645","59.265","63.078","60.417","55.507","57.457","61.358","55.889","57.621","74.458","78.517","22.156","48.594","21.369","46.390"
"1693584646","59.288","62.990","60.358","55.434","57.451","61.395","55.896","57.531","74.437","78.488","22.108","48.608","21.372","46.487"
"1693584647","59.233","62.907","60.314","55.373","57.483","61.442","55.986","57.606","74.386","78.437","22.075","48.695","21.365","46.571"
"1693584648","59.320","62.849","60.224","55.383","57.523","61.438","56.080","57.664","74.379","78.423","22.097","48.695","21.379","46.665"
"1693584649","59.388","62.863","60.156","55.369","57.591","61.323","56.155","57.682","74.343","78.394","22.144","48.677","21.376","46.730"
"1693584650","59.392","62.877","60.016","55.419","57.656","61.294","56.216","57.732","74.318","78.351","22.159","48.671","21.350","46.800"
"1693584651","59.398","62.856","59.835","55.556","57.670","61.222","56.249","57.789","74.282","78.326","22.159","48.727","21.254","46.896"
"1693584652","59.387","62.848","59.716","55.718","57.692","61.186","56.281","57.775","74.274","78.304","22.107","48.817","21.202","46.928"
"1693584653","59.391","62.794","59.694","55.884","57.681","61.171","56.367","57.742","74.249","78.282","22.037","48.854","21.194","46.889"
"1693584654","59.239","62.826","59.650","55.945","57.686","61.110","56.412","57.745","74.202","78.218","22.066","48.821","21.246","46.769"
"1693584655","59.112","62.779","59.686","55.890","57.651","61.099","56.421","57.774","74.181","78.210","22.118","48.831","21.235","46.616"
"1693584656","59.112","62.754","59.596","55.764","57.611","61.091","56.395","57.712","74.152","78.167","22.169","48.751","21.267","46.377"
"1693584657","59.101","62.757","59.581","55.702","57.524","61.141","56.341","57.643","74.126","78.129","22.181","48.769","21.285","46.255"
"1693584658","59.065","62.854","59.588","55.670","57.477","61.209","56.326","57.542","74.087","78.095","22.198","48.762","21.318","46.104"
"1693584659","59.075","62.897","59.678","55.687","57.462","61.266","56.344","57.419","74.072","78.070","22.223","48.704","21.333","46.053"
"1693584660","59.079","62.929","59.746","55.658","57.448","61.331","56.315","57.376","74.051","78.052","22.227","48.667","21.314","46.148"
"1693584661","59.039","62.943","59.836","55.564","57.476","61.367","56.307","57.375","74.004","77.987","22.201","48.623","21.299","46.064"
"1693584662","59.143","62.914","59.793","55.514","57.447","61.320","56.293","57.361","73.978","77.972","22.219","48.631","21.274","46.042"
"1693584663","59.136","62.950","59.803","55.467","57.335","61.348","56.224","57.379","73.935","77.918","22.274","48.522","21.236","46.201"
"1693584664","59.157","62.917","59.850","55.361","57.270","61.290","56.202","57.487","73.908","77.886","22.307","48.579","21.282","46.201"
"1693584665","59.139","62.773","59.828","55.322","57.281","61.236","56.137","57.479","73.885","77.857","22.321","48.684","21.287","46.154"
"1693584666","59.131","62.636","59.756","55.307","57.295","61.240","56.144","57.501","73.867","77.839","22.329","48.659","21.302","46.146"
"1693584667","59.135","62.546","59.672","55.318","57.345","61.283","56.223","57.486","73.841","77.814","22.259","48.633","21.309","46.179"
"1693584668","59.153","62.528","59.546","55.350","57.435","61.254","56.205","57.500","73.805","77.764","22.269","48.742","21.313","46.331"
"1693584669","59.142","62.460","59.538","55.382","57.377","61.203","56.248","57.525","73.784","77.749","22.273","48.756","21.324","46.178"
"1693584670","59.156","62.402","59.488","55.371","57.359","61.142","56.251","57.536","73.744","77.698","22.258","48.741","21.342","46.022"
"1693584671","59.119","62.474","59.506","55.378","57.398","61.052","56.168","57.554","73.703","77.652","22.237","48.698","21.373","45.922"
"1693584672","59.133","62.547","59.615","55.289","57.340","60.904","56.137","57.539","73.672","77.619","22.220","48.701","21.411","46.040"
"1693584673","59.032","62.487","59.692","55.309","57.243","60.721","56.074","57.542","73.654","77.612","22.228","48.719","21.429","46.021"
"1693584674","59.000","62.376","59.678","55.319","57.206","60.685","56.055","57.610","73.643","77.587","22.242","48.755","21.440","45.981"
"1693584675","59.006","62.394","59.721","55.240","57.134","60.717","55.936","57.581","73.610","77.547","22.297","48.653","21.451","45.883"
"1693584676","58.963","62.451","59.746","55.175","57.069","60.796","55.882","57.574","73.578","77.518","22.319","48.642","21.458","45.811"
"1693584677","58.948","62.523","59.789","55.164","57.101","60.813","55.874","57.574","73.549","77.482","22.352","48.602","21.458","45.672"
"1693584678","58.908","62.529","59.818","55.181","57.115","60.835","55.939","57.469","73.506","77.439","22.357","48.591","21.476","45.768"
"1693584679","58.868","62.511","59.832","55.163","57.079","60.895","55.892","57.411","73.481","77.410","22.366","48.569","21.494","45.803"
"1693584680","58.865","62.507","59.889","55.159","57.003","60.902","55.823","57.396","73.459","77.378","22.322","48.576","21.435","45.795"
"1693584681","58.857","62.468","59.941","55.224","57.037","60.861","55.792","57.353","73.427","77.349","22.274","48.598","21.398","45.926"
"1693584682","58.904","62.327","59.766","55.133","57.118","60.841","55.685","57.002","73.398","77.306","22.299","48.732","21.328","45.929"
"1693584683","58.921","62.269","59.632","55.036","57.092","60.779","55.717","56.883","73.372","77.288","22.314","48.793","21.317","45.871"
