"","Channel 1 - Elbow Last (C)","Channel 2 - Forearm Last (C)","Channel 3 - Knuckle Last (C)","Channel 4 - Blade of Hand Last (C)","Channel 5 - Thumb Last (C)","Channel 6 - Cupping Last (C)","Channel 7 - Palm Last (C)","Channel 8 - Elbow (lower) Last (C)","Channel 9 - Heater Last (C)","Channel 10 - Thermistor Last (C)","Channel 11 - Toad MCU Last (C)","Channel 12 - Dovetail Last (C)","Channel 13 - External Ambient Last (C)","Channel 14 - Franka Dovetail Last (C)"
"1693584684","58.882","62.262","59.614","54.909","57.038","60.729","55.670","56.948","73.333","77.241","22.240","48.659","21.258","46.074"
"1693584685","58.874","62.251","59.625","54.967","57.030","60.621","55.739","57.041","73.298","77.206","22.249","48.570","21.213","46.102"
"1693584686","58.856","62.262","59.653","54.880","57.113","60.535","55.753","57.016","73.275","77.169","22.277","48.557","21.228","46.160"
"1693584687","58.805","62.265","59.700","54.916","57.207","60.455","55.785","56.994","73.257","77.154","22.229","48.546","21.239","46.193"
"1693584688","58.761","62.240","59.750","54.825","57.221","60.491","55.825","56.965","73.228","77.140","22.228","48.546","21.253","46.193"
"1693584689","58.729","62.178","59.757","54.825","57.210","60.527","55.835","57.037","73.196","77.096","22.243","48.621","21.257","46.388"
"1693584690","58.703","62.099","59.789","54.810","57.177","60.541","55.857","57.134","73.178","77.075","22.199","48.527","21.246","46.489"
"1693584691","58.667","62.005","59.706","54.875","57.090","60.558","55.935","57.043","73.131","77.031","22.242","48.483","21.146","46.638"
"1693584692","58.641","61.962","59.673","54.893","57.007","60.558","55.993","56.899","73.102","77.004","22.273","48.561","21.192","46.714"
"1693584693","58.630","61.926","59.558","54.809","56.895","60.547","56.007","56.895","73.069","76.959","22.308","48.671","21.138","46.666"
"1693584694","58.623","61.897","59.557","54.820","56.840","60.561","56.018","56.920","73.055","76.945","22.334","48.664","21.090","46.575"
"1693584695","58.597","61.843","59.474","54.740","56.790","60.565","56.003","56.844","73.033","76.913","22.337","48.646","21.053","46.488"
"1693584696","58.550","61.807","59.412","54.661","56.735","60.571","56.046","56.811","72.983","76.866","22.315","48.667","21.035","46.307"
"1693584697","58.435","61.756","59.268","54.606","56.717","60.586","56.003","56.793","72.965","76.833","22.300","48.627","21.056","46.194"
"1693584698","58.355","61.691","59.253","54.585","56.659","60.542","55.912","56.775","72.925","76.790","22.314","48.663","21.159","46.081"
"1693584699","58.369","61.546","59.224","54.452","56.554","60.531","55.843","56.785","72.893","76.754","22.283","48.693","21.207","46.188"
"1693584700","58.387","61.443","59.094","54.465","56.453","60.459","55.821","56.907","72.867","76.721","22.259","48.713","21.218","46.237"
"1693584701","58.419","61.407","58.985","54.573","56.384","60.398","55.817","57.030","72.849","76.696","22.244","48.731","21.251","46.288"
"1693584702","58.498","61.389","58.917","54.634","56.409","60.301","55.839","57.109","72.831","76.678","22.222","48.771","21.272","46.276"
"1693584703","58.563","61.403","58.862","54.594","56.438","60.229","55.961","57.195","72.781","76.624","22.137","48.803","21.280","46.374"
"1693584704","58.566","61.449","58.794","54.572","56.358","60.157","56.048","57.296","72.763","76.603","22.111","48.792","21.294","46.454"
"1693584705","58.609","61.442","58.746","54.590","56.408","60.045","56.123","57.379","72.730","76.567","22.022","48.810","21.331","46.591"
"1693584706","58.652","61.492","58.634","54.647","56.552","59.958","56.199","57.411","72.707","76.541","22.007","48.750","21.376","46.642"
"1693584707","58.670","61.581","58.497","54.788","56.722","59.929","56.282","57.357","72.672","76.502","22.018","48.541","21.419","46.623"
"1693584708","58.630","61.744","58.518","54.991","56.871","59.913","56.283","57.147","72.658","76.487","22.047","48.480","21.437","46.529"
"1693584709","58.521","61.893","58.640","55.050","56.992","59.867","56.227","56.815","72.643","76.473","22.066","48.407","21.440","46.456"
"1693584710","58.467","61.817","58.669","54.902","56.937","59.860","56.230","56.714","72.604","76.436","22.043","48.276","21.414","46.594"
"1693584711","58.398","61.792","58.673","54.790","56.832","59.856","56.237","56.656","72.586","76.422","22.028","48.243","21.418","46.572"
"1693584712","58.351","61.831","58.759","54.678","56.767","59.946","56.194","56.536","72.546","76.357","22.035","48.196","21.410","46.383"
"1693584713","58.355","61.845","58.806","54.674","56.756","60.025","56.121","56.529","72.512","76.330","22.105","48.138","21.373","46.194"
"1693584714","58.282","61.763","58.798","54.656","56.760","60.032","56.099","56.478","72.485","76.303","22.164","48.112","21.292","46.049"
"1693584715","58.228","61.712","58.769","54.577","56.651","60.053","56.027","56.460","72.467","76.278","22.189","48.068","21.248","45.962"
"1693584716","58.174","61.726","58.837","54.493","56.597","60.050","56.045","56.370","72.438","76.260","22.204","48.050","21.200","45.936"
"1693584717","58.097","61.730","58.888","54.381","56.597","60.092","56.088","56.275","72.387","76.202","22.226","48.053","21.232","46.103"
"1693584718","57.909","61.679","58.739","54.309","56.556","60.178","56.055","56.098","72.380","76.188","22.255","48.079","21.254","46.095"
"1693584719","57.823","61.618","58.743","54.240","56.560","60.210","56.055","56.080","72.344","76.152","22.258","48.194","21.302","46.255"
"1693584720","57.743","61.560","58.800","54.121","56.466","60.242","55.986","56.156","72.311","76.119","22.284","48.196","21.325","46.135"
"1693584721","57.671","61.535","58.868","54.063","56.390","60.299","55.906","56.188","72.290","76.094","22.324","48.227","21.346","45.968"
"1693584722","57.573","61.527","58.897","54.052","56.357","60.346","55.834","56.242","72.265","76.062","22.276","48.277","21.349","45.975"
"1693584723","57.594","61.466","58.879","54.001","56.328","60.342","55.855","56.281","72.246","76.047","22.280","48.364","21.345","45.924"
"1693584724","57.630","61.412","58.860","53.964","56.274","60.324","55.884","56.292","72.203","75.997","22.254","48.324","21.293","45.949"
"1693584725","57.637","61.329","58.853","53.910","56.201","60.284","55.876","56.324","72.189","75.982","22.268","48.295","21.275","45.992"
"1693584726","57.640","61.300","58.831","53.899","56.168","60.298","55.873","56.367","72.149","75.950","22.275","48.262","21.297","46.036"
"1693584727","57.582","61.343","58.928","53.909","56.229","60.312","55.822","56.348","72.118","75.928","22.275","48.189","21.329","45.941"
"1693584728","57.546","61.317","58.989","53.837","56.233","60.334","55.800","56.309","72.106","75.906","22.330","48.076","21.326","45.948"
"1693584729","57.535","61.249","59.000","53.909","56.301","60.308","55.789","56.366","72.080","75.881","22.311","47.993","21.322","46.028"
"1693584730","57.531","61.159","58.971","53.956","56.380","60.261","55.742","56.431","72.062","75.863","22.337","47.964","21.333","46.107"
"1693584731","57.567","61.098","58.963","53.941","56.376","60.247","55.745","56.459","72.023","75.816","22.322","47.894","21.325","45.987"
"1693584732","57.592","61.072","58.985","53.890","56.243","60.250","55.792","56.430","72.005","75.794","22.278","47.923","21.328","46.056"
"1693584733","57.581","61.050","58.963","53.753","56.159","60.253","55.755","56.343","71.972","75.747","22.314","47.872","21.358","46.128"
"1693584734","57.534","61.093","58.974","53.717","56.134","60.217","55.665","56.221","71.934","75.720","22.323","47.925","21.392","46.038"
"1693584735","57.514","61.163","58.962","53.792","56.025","60.143","55.540","56.110","71.904","75.683","22.317","47.948","21.412","46.026"
"1693584736","57.360","61.129","58.904","53.885","55.881","60.123","55.534","56.141","71.889","75.657","22.336","47.933","21.467","45.936"
"1693584737","57.338","61.067","58.857","53.849","55.779","60.137","55.523","56.180","71.857","75.636","22.325","47.937","21.475","45.809"
"1693584738","57.302","61.038","58.868","53.824","55.660","60.133","55.548","56.118","71.828","75.596","22.328","47.886","21.478","45.700"
"1693584739","57.193","61.020","58.893","53.780","55.674","60.158","55.570","56.075","71.803","75.574","22.339","47.868","21.463","45.678"
"1693584740","57.208","61.027","58.990","53.776","55.653","60.137","55.490","56.046","71.766","75.538","22.294","47.838","21.437","45.899"
"1693584741","57.196","61.034","59.065","53.870","55.645","60.086","55.457","56.107","71.743","75.511","22.305","47.840","21.417","45.897"
"1693584742","57.229","60.983","59.036","53.873","55.623","60.032","55.486","56.074","71.719","75.484","22.342","47.856","21.415","45.699"
"1693584743","57.229","60.915","58.939","53.859","55.572","60.025","55.468","55.969","71.701","75.463","22.353","47.910","21.418","45.651"
"1693584744","57.266","60.904","58.826","53.804","55.538","59.999","55.269","55.731","71.683","75.444","22.367","47.986","21.455","45.626"
"1693584745","57.271","60.896","58.891","53.717","55.546","59.963","55.142","55.723","71.644","75.401","22.385","47.975","21.418","45.441"
"1693584746","57.278","60.839","58.891","53.695","55.579","59.901","55.211","55.716","71.615","75.365","22.389","47.888","21.340","45.361"
"1693584747","57.245","60.785","58.829","53.688","55.586","59.868","55.315","55.654","71.586","75.333","22.389","47.761","21.307","45.346"
"1693584748","57.299","60.666","58.760","53.695","55.618","59.832","55.308","55.549","71.557","75.298","22.331","47.866","21.332","45.409"
"1693584749","57.230","60.662","58.663","53.640","55.661","59.821","55.228","55.495","71.532","75.260","22.340","48.007","21.384","45.585"
"1693584750","57.205","60.579","58.522","53.601","55.700","59.806","55.141","55.433","71.521","75.246","22.303","48.054","21.321","45.701"
"1693584751","57.244","60.486","58.395","53.543","55.653","59.806","55.029","55.484","71.488","75.217","22.310","48.079","21.251","45.751"
"1693584752","57.194","60.439","58.301","53.477","55.624","59.838","54.964","55.610","71.452","75.188","22.325","47.948","21.317","45.921"
"1693584753","57.191","60.417","58.213","53.504","55.667","59.842","54.853","55.647","71.445","75.170","22.350","47.850","21.361","45.943"
"1693584754","57.070","60.381","58.228","53.462","55.742","59.820","54.779","55.537","71.405","75.131","22.372","47.654","21.416","45.729"
"1693584755","56.958","60.294","58.225","53.491","55.757","59.762","54.797","55.483","71.387","75.096","22.341","47.712","21.436","45.745"
"1693584756","56.918","60.222","58.170","53.530","55.717","59.686","54.858","55.399","71.358","75.066","22.365","47.766","21.371","45.935"
"1693584757","56.835","60.161","58.037","53.512","55.630","59.631","54.952","55.323","71.344","75.048","22.372","47.828","21.312","46.069"
"1693584758","56.712","60.186","57.997","53.501","55.572","59.635","54.988","55.291","71.322","75.026","22.372","47.845","21.308","46.156"
"1693584759","56.690","60.207","58.011","53.486","55.554","59.674","55.034","55.233","71.272","74.975","22.397","47.787","21.293","46.275"
"1693584760","56.704","60.293","58.112","53.457","55.561","59.714","55.099","55.211","71.254","74.958","22.412","47.754","21.312","46.257"
"1693584761","56.712","60.275","58.155","53.493","55.496","59.638","55.099","55.304","71.225","74.921","22.360","47.798","21.271","46.028"
"1693584762","56.774","60.201","58.142","53.489","55.486","59.644","55.138","55.452","71.198","74.898","22.314","47.774","21.274","45.941"
"1693584763","56.816","60.253","58.154","53.424","55.380","59.630","55.145","55.466","71.167","74.867","22.286","47.775","21.292","45.847"
"1693584764","56.776","60.263","58.226","53.424","55.264","59.626","55.145","55.336","71.149","74.856","22.249","47.743","21.318","45.738"
"1693584765","56.736","60.270","58.313","53.413","55.253","59.647","55.177","55.358","71.127","74.838","22.201","47.750","21.314","45.589"
"1693584766","56.782","60.220","58.298","53.315","55.328","59.615","55.180","55.451","71.088","74.802","22.274","47.677","21.321","45.719"
"1693584767","56.847","60.140","58.265","53.354","55.368","59.625","55.184","55.519","71.073","74.773","22.300","47.543","21.332","45.853"
"1693584768","56.879","60.047","58.258","53.325","55.360","59.632","55.212","55.613","71.041","74.737","22.274","47.477","21.350","45.849"
"1693584769","56.922","59.964","58.156","53.278","55.339","59.632","55.238","55.699","71.005","74.703","22.301","47.513","21.302","45.882"
"1693584770","56.962","59.902","58.030","53.213","55.346","59.524","55.273","55.778","70.979","74.676","22.270","47.643","21.272","45.954"
"1693584771","56.989","59.913","57.894","53.180","55.401","59.469","55.242","55.738","70.972","74.654","22.188","47.730","21.217","45.968"
"1693584772","56.904","59.981","57.834","53.368","55.442","59.404","55.244","55.561","70.950","74.633","22.163","47.716","21.213","45.888"
"1693584773","56.918","59.934","57.780","53.472","55.439","59.303","55.269","55.514","70.907","74.596","22.177","47.751","21.279","45.971"
"1693584774","56.809","59.905","57.708","53.504","55.424","59.180","55.222","55.359","70.889","74.575","22.173","47.719","21.297","45.859"
"1693584775","56.733","59.916","57.632","53.511","55.424","59.198","55.218","55.308","70.864","74.531","22.209","47.769","21.290","45.677"
"1693584776","56.704","59.901","57.635","53.489","55.402","59.251","55.229","55.265","70.824","74.503","22.252","47.751","21.336","45.554"
"1693584777","56.697","59.908","57.693","53.424","55.398","59.313","55.257","55.246","70.799","74.481","22.264","47.765","21.363","45.532"
"1693584778","56.646","59.937","57.793","53.388","55.246","59.345","55.261","55.253","70.774","74.459","22.283","47.798","21.370","45.543"
"1693584779","56.631","59.980","57.847","53.312","55.199","59.337","55.249","55.336","70.752","74.434","22.290","47.801","21.377","45.477"
"1693584780","56.636","60.031","57.840","53.277","55.130","59.270","55.128","55.285","70.730","74.402","22.326","47.812","21.425","45.640"
"1693584781","56.627","60.008","57.684","53.239","55.137","59.221","55.079","55.281","70.701","74.373","22.337","47.735","21.436","45.622"
"1693584782","56.634","59.993","57.633","53.199","55.130","59.199","55.104","55.245","70.661","74.344","22.352","47.706","21.413","45.491"
"1693584783","56.619","59.979","57.716","53.112","55.093","59.210","55.126","55.220","70.636","74.317","22.360","47.633","21.404","45.471"
"1693584784","56.666","59.902","57.770","53.022","55.122","59.231","55.143","55.270","70.607","74.290","22.369","47.619","21.428","45.639"
"1693584785","56.612","59.863","57.665","53.076","55.212","59.174","55.158","55.327","70.586","74.264","22.347","47.691","21.369","45.784"
"1693584786","56.561","59.844","57.636","53.115","55.183","59.126","55.136","55.432","70.564","74.232","22.333","47.767","21.339","45.904"
"1693584787","56.600","59.786","57.600","53.122","55.121","59.079","55.150","55.536","70.528","74.200","22.266","47.785","21.361","46.121"
"1693584788","56.662","59.736","57.524","53.115","54.965","58.963","55.229","55.582","70.513","74.196","22.255","47.741","21.331","46.182"
"1693584789","56.715","59.782","57.439","53.201","54.900","58.815","55.283","55.405","70.481","74.149","22.240","47.629","21.224","46.080"
